Pendel 1 in Ruhe
Pendel 2 ausgelenkt
53.255 -8.995 0.753
53.280 -9.100 1.069
53.305 -9.030 1.264
53.330 -9.030 1.482
53.355 -8.855 1.628
53.380 -8.680 1.798
53.405 -8.365 2.017
53.430 -8.015 2.163
53.455 -7.595 2.333
53.480 -7.070 2.479
53.505 -6.335 2.503
53.530 -5.705 2.673
53.555 -5.110 2.697
53.580 -4.375 2.697
53.605 -3.640 2.722
53.630 -2.660 2.746
53.655 -1.855 2.722
53.680 -0.910 2.673
53.705 -0.070 2.576
53.730 0.665 2.673
53.755 1.470 2.649
53.780 2.310 2.576
53.805 3.150 2.551
53.830 3.710 2.503
53.855 4.375 2.430
53.880 5.005 2.430
53.905 5.530 2.430
53.930 5.915 2.406
53.955 6.370 2.333
53.980 6.370 2.406
54.005 6.720 2.430
54.030 6.685 2.454
54.055 6.825 2.381
54.080 6.755 2.406
54.105 6.440 2.503
54.130 6.020 2.576
54.155 5.775 2.551
54.180 5.285 2.600
54.205 4.760 2.673
54.230 4.025 2.746
54.255 3.395 2.794
54.280 2.730 2.819
54.305 1.995 2.843
54.330 1.085 2.867
54.355 0.385 2.867
54.380 -0.455 2.940
54.405 -1.260 2.940
54.430 -2.310 3.013
54.455 -2.940 2.965
54.480 -3.815 2.940
54.505 -4.480 2.867
54.530 -5.355 2.892
54.555 -5.845 2.746
54.580 -6.475 2.673
54.605 -7.000 2.479
54.630 -7.595 2.357
54.655 -8.085 2.236
54.680 -8.435 2.065
54.705 -8.750 1.871
54.730 -8.890 1.652
54.755 -8.960 1.361
54.780 -9.065 1.215
54.805 -8.855 0.875
54.830 -8.785 0.583
54.855 -8.610 0.364
54.880 -8.365 0.170
54.905 -7.910 -0.170
54.930 -7.490 -0.413
54.955 -6.895 -0.656
54.980 -6.335 -0.923
55.005 -5.775 -1.142
55.030 -5.145 -1.215
55.055 -4.515 -1.361
55.080 -3.675 -1.507
55.105 -2.940 -1.604
55.130 -2.240 -1.604
55.155 -1.400 -1.628
55.180 -0.735 -1.579
55.205 0.140 -1.579
55.230 0.770 -1.409
55.255 1.680 -1.337
55.280 2.170 -1.093
55.305 2.835 -0.899
55.330 3.500 -0.607
55.355 3.920 -0.243
55.380 4.445 0.073
55.405 4.760 0.413
55.430 5.075 0.826
55.455 5.250 1.239
55.480 5.530 1.677
55.505 5.600 2.114
55.530 5.460 2.624
55.555 5.530 2.965
55.580 5.355 3.451
55.605 5.180 3.937
55.630 4.725 4.374
55.655 4.375 4.787
55.680 3.920 5.127
55.705 3.325 5.565
55.730 2.905 5.856
55.755 2.415 6.124
55.780 1.610 6.439
55.805 0.945 6.585
55.830 0.280 6.755
55.855 -0.245 6.901
55.880 -1.015 6.974
55.905 -1.750 6.950
55.930 -2.345 6.877
55.955 -3.045 6.780
55.980 -3.535 6.561
56.005 -4.200 6.391
56.030 -4.620 6.026
56.055 -5.075 5.686
56.080 -5.495 5.249
56.105 -5.985 4.909
56.130 -6.265 4.398
56.155 -6.510 3.815
56.180 -6.755 3.256
56.205 -6.860 2.673
56.230 -6.965 2.065
56.255 -6.790 1.337
56.280 -6.860 0.705
56.305 -6.755 0.073
56.330 -6.650 -0.510
56.355 -6.440 -1.191
56.380 -6.195 -1.798
56.405 -5.845 -2.381
56.430 -5.565 -2.843
56.455 -5.145 -3.329
56.480 -4.795 -3.742
56.505 -4.270 -4.082
56.530 -3.780 -4.423
56.555 -3.360 -4.641
56.580 -2.835 -4.884
56.605 -2.240 -5.006
56.630 -1.925 -4.909
56.655 -1.400 -4.909
56.680 -0.770 -4.836
56.705 -0.350 -4.617
56.730 0.105 -4.325
56.755 0.560 -4.034
56.780 0.805 -3.572
56.805 1.260 -3.110
56.830 1.540 -2.600
56.855 1.855 -2.017
56.880 2.030 -1.385
56.905 2.310 -0.705
56.930 2.310 0.049
56.955 2.380 0.802
56.980 2.520 1.507
57.005 2.450 2.333
57.030 2.380 3.159
57.055 2.450 3.864
57.080 2.170 4.641
57.105 1.995 5.370
57.130 1.750 5.978
57.155 1.610 6.610
57.180 1.295 7.217
57.205 1.015 7.703
57.230 0.735 8.140
57.255 0.350 8.675
57.280 -0.035 9.015
57.305 -0.385 9.283
57.330 -0.595 9.428
57.355 -0.875 9.501
57.380 -1.120 9.550
57.405 -1.400 9.355
57.430 -1.820 9.283
57.455 -2.135 9.015
57.480 -2.275 8.627
57.505 -2.695 8.238
57.530 -2.905 7.776
57.555 -2.975 7.193
57.580 -3.115 6.488
57.605 -3.290 5.881
57.630 -3.290 5.152
57.655 -3.395 4.301
57.680 -3.500 3.572
57.705 -3.360 2.624
57.730 -3.430 1.823
57.755 -3.360 0.875
57.780 -3.290 0.073
57.805 -3.325 -0.729
57.830 -3.290 -1.507
57.855 -3.150 -2.284
57.880 -3.045 -3.110
57.905 -2.870 -3.766
57.930 -2.695 -4.398
57.955 -2.730 -4.836
57.980 -2.590 -5.322
58.005 -2.485 -5.710
58.030 -2.275 -6.099
58.055 -2.205 -6.391
58.080 -2.170 -6.439
58.105 -1.925 -6.512
58.130 -1.890 -6.488
58.155 -1.645 -6.415
58.180 -1.715 -6.099
58.205 -1.645 -5.881
58.230 -1.645 -5.443
58.255 -1.540 -5.030
58.280 -1.575 -4.398
58.305 -1.505 -3.766
58.330 -1.470 -3.135
58.355 -1.435 -2.430
58.380 -1.435 -1.555
58.405 -1.435 -0.802
58.430 -1.540 0.073
58.455 -1.470 0.972
58.480 -1.505 1.774
58.505 -1.505 2.722
58.530 -1.610 3.621
58.555 -1.540 4.447
58.580 -1.540 5.224
58.605 -1.610 6.051
58.630 -1.575 6.755
58.655 -1.470 7.436
58.680 -1.680 8.092
58.705 -1.575 8.627
58.730 -1.400 9.064
58.755 -1.400 9.404
58.780 -1.260 9.623
58.805 -1.190 9.866
58.830 -1.120 10.012
58.855 -1.050 9.963
58.880 -0.840 9.939
58.905 -0.700 9.696
58.930 -0.595 9.501
58.955 -0.595 9.161
58.980 -0.350 8.675
59.005 -0.280 8.286
59.030 -0.035 7.630
59.055 -0.000 6.974
59.080 0.140 6.318
59.105 0.245 5.613
59.130 0.385 4.811
59.155 0.455 4.034
59.180 0.490 3.208
59.205 0.630 2.284
59.230 0.525 1.507
59.255 0.525 0.680
59.280 0.560 -0.146
59.305 0.455 -0.972
59.330 0.385 -1.774
59.355 0.350 -2.479
59.380 0.140 -3.135
59.405 -0.105 -3.718
59.430 -0.105 -4.277
59.455 -0.560 -4.690
59.480 -0.735 -5.079
59.505 -0.910 -5.467
59.530 -1.260 -5.662
59.555 -1.610 -5.832
59.580 -1.785 -5.905
59.605 -2.205 -5.881
59.630 -2.555 -5.710
59.655 -2.870 -5.589
59.680 -3.150 -5.346
59.705 -3.430 -5.030
59.730 -3.815 -4.593
59.755 -4.025 -4.058
59.780 -4.270 -3.572
59.805 -4.515 -2.989
59.830 -4.725 -2.333
59.855 -5.040 -1.579
59.880 -5.040 -0.923
59.905 -5.180 -0.194
59.930 -5.355 0.632
59.955 -5.425 1.434
59.980 -5.285 2.065
60.005 -5.215 2.819
60.030 -5.250 3.645
60.055 -5.040 4.301
60.080 -5.040 5.006
60.105 -4.725 5.613
60.130 -4.410 6.172
60.155 -3.990 6.634
60.180 -3.850 7.144
60.205 -3.325 7.436
60.230 -3.080 7.752
60.255 -2.415 8.043
60.280 -2.030 8.262
60.305 -1.645 8.359
60.330 -1.015 8.311
60.355 -0.595 8.262
60.380 -0.000 8.140
60.405 0.455 7.995
60.430 0.980 7.727
60.455 1.435 7.436
60.480 2.030 6.950
60.505 2.485 6.512
60.530 2.800 6.075
60.555 3.080 5.589
60.580 3.360 5.006
60.605 3.675 4.447
60.630 4.025 3.864
60.655 4.130 3.256
60.680 4.060 2.624
60.705 4.060 2.041
60.730 4.060 1.409
60.755 4.025 0.778
60.780 3.850 0.292
60.805 3.605 -0.340
60.830 3.255 -0.802
60.855 2.905 -1.264
60.880 2.485 -1.677
60.905 1.995 -2.090
60.930 1.540 -2.454
60.955 0.945 -2.722
60.980 0.385 -3.013
61.005 -0.175 -3.183
61.030 -0.875 -3.256
61.055 -1.645 -3.256
61.080 -2.170 -3.329
61.105 -2.870 -3.208
61.130 -3.570 -3.086
61.155 -4.060 -2.940
61.180 -4.585 -2.794
61.205 -5.285 -2.503
61.230 -5.635 -2.236
61.255 -6.195 -1.823
61.280 -6.720 -1.434
61.305 -7.175 -1.118
61.330 -7.490 -0.656
61.355 -7.700 -0.146
61.380 -7.875 0.219
61.405 -8.120 0.680
61.430 -7.980 1.045
61.455 -8.050 1.531
61.480 -8.085 2.017
61.505 -7.945 2.503
61.530 -7.595 2.746
61.555 -7.315 3.256
61.580 -6.895 3.499
61.605 -6.615 3.864
61.630 -5.950 4.082
61.655 -5.460 4.325
61.680 -4.760 4.447
61.705 -4.305 4.763
61.730 -3.640 4.836
61.755 -2.870 4.909
61.780 -2.065 4.884
61.805 -1.435 4.981
61.830 -0.630 4.933
61.855 0.175 4.860
61.880 0.910 4.763
61.905 1.610 4.690
61.930 2.345 4.568
61.955 3.010 4.325
61.980 3.675 4.180
62.005 4.340 3.961
62.030 4.760 3.791
62.055 5.145 3.572
62.080 5.635 3.305
62.105 6.020 3.037
62.130 6.090 2.843
62.155 6.265 2.551
62.180 6.160 2.357
62.205 6.125 2.187
62.230 5.915 2.017
62.255 5.775 1.750
62.280 5.390 1.579
62.305 4.970 1.434
62.330 4.445 1.264
62.355 3.920 1.166
62.380 3.465 0.923
62.405 2.835 0.899
62.430 2.100 0.729
62.455 1.330 0.680
62.480 0.630 0.656
62.505 -0.315 0.656
62.530 -1.015 0.583
62.555 -1.785 0.632
62.580 -2.520 0.607
62.605 -3.395 0.705
62.630 -4.235 0.729
62.655 -4.865 0.753
62.680 -5.565 0.729
62.705 -6.195 0.802
62.730 -6.755 0.850
62.755 -7.315 0.923
62.780 -7.840 0.972
62.805 -8.365 1.069
62.830 -8.610 1.142
62.855 -8.750 1.093
62.880 -8.995 1.142
62.905 -9.170 1.166
62.930 -9.065 1.093
62.955 -8.890 1.142
62.980 -8.785 1.166
63.005 -8.575 1.166
63.030 -8.155 1.045
63.055 -7.875 1.021
63.080 -7.315 1.021
63.105 -6.790 0.972
63.130 -6.300 0.923
63.155 -5.530 0.899
63.180 -4.865 0.850
63.205 -4.025 0.753
63.230 -3.325 0.680
63.255 -2.485 0.729
63.280 -1.680 0.729
63.305 -0.980 0.778
63.330 -0.140 0.802
63.355 0.595 0.875
63.380 1.505 0.875
63.405 2.065 0.948
63.430 2.940 0.923
63.455 3.465 1.191
63.480 4.095 1.264
63.505 4.690 1.361
63.530 5.145 1.458
63.555 5.425 1.652
63.580 5.915 1.774
63.605 6.125 1.944
63.630 6.230 2.260
63.655 6.195 2.406
63.680 6.125 2.673
63.705 6.020 2.867
63.730 5.845 3.062
63.755 5.425 3.329
63.780 5.180 3.499
63.805 4.830 3.718
63.830 4.235 3.912
63.855 3.605 4.131
63.880 2.940 4.325
63.905 2.170 4.495
63.930 1.575 4.544
63.955 0.700 4.714
63.980 0.035 4.690
64.005 -0.735 4.739
64.030 -1.540 4.763
64.055 -2.205 4.763
64.080 -2.870 4.690
64.105 -3.640 4.666
64.130 -4.340 4.520
64.155 -4.970 4.374
64.180 -5.635 4.155
64.205 -6.195 3.937
64.230 -6.580 3.645
64.255 -7.175 3.426
64.280 -7.385 3.037
64.305 -7.700 2.697
64.330 -7.840 2.211
64.355 -8.050 1.895
64.380 -8.015 1.531
64.405 -8.155 1.142
64.430 -8.050 0.607
64.455 -7.980 0.194
64.480 -7.665 -0.170
64.505 -7.350 -0.632
64.530 -7.035 -1.045
64.555 -6.650 -1.409
64.580 -6.195 -1.701
64.605 -5.635 -2.187
64.630 -5.040 -2.479
64.655 -4.655 -2.624
64.680 -3.990 -2.770
64.705 -3.395 -2.892
64.730 -2.625 -3.037
64.755 -2.135 -3.013
64.780 -1.435 -3.037
64.805 -0.840 -2.965
64.830 -0.140 -2.916
64.855 0.560 -2.746
64.880 1.015 -2.503
64.905 1.645 -2.260
64.930 2.030 -1.823
64.955 2.380 -1.409
64.980 2.870 -0.996
65.005 3.150 -0.510
65.030 3.675 -0.097
65.055 3.850 0.413
65.080 4.060 0.923
65.105 4.130 1.555
65.130 4.130 2.163
65.155 4.130 2.722
65.180 4.165 3.329
65.205 3.850 3.912
65.230 3.640 4.520
65.255 3.465 5.079
65.280 3.220 5.492
65.305 2.625 6.075
65.330 2.380 6.439
65.355 1.960 6.853
65.380 1.400 7.266
65.405 0.875 7.557
65.430 0.455 7.752
65.455 -0.175 7.995
65.480 -0.630 8.092
65.505 -1.085 8.092
65.530 -1.610 8.068
65.555 -2.135 7.995
65.580 -2.695 7.849
65.605 -3.010 7.582
65.630 -3.430 7.241
65.655 -3.850 6.901
65.680 -4.235 6.464
65.705 -4.515 5.954
65.730 -4.760 5.370
65.755 -5.005 4.811
65.780 -5.215 4.204
65.805 -5.250 3.475
65.830 -5.355 2.770
65.855 -5.495 2.065
65.880 -5.320 1.239
65.905 -5.320 0.510
65.930 -5.180 -0.243
65.955 -5.180 -0.875
65.980 -4.900 -1.677
66.005 -4.760 -2.333
66.030 -4.515 -2.892
66.055 -4.340 -3.426
66.080 -4.060 -3.985
66.105 -3.815 -4.374
66.130 -3.430 -4.763
66.155 -3.150 -5.127
66.180 -2.835 -5.370
66.205 -2.590 -5.492
66.230 -2.205 -5.638
66.255 -1.855 -5.589
66.280 -1.470 -5.565
66.305 -1.260 -5.443
66.330 -0.910 -5.200
66.355 -0.700 -4.836
66.380 -0.350 -4.447
66.405 -0.245 -3.937
66.430 -0.000 -3.475
66.455 0.140 -2.867
66.480 0.280 -2.236
66.505 0.385 -1.409
66.530 0.455 -0.729
66.555 0.735 -0.024
66.580 0.735 0.753
66.605 0.700 1.579
66.630 0.735 2.357
66.655 0.560 3.305
66.680 0.595 4.107
66.705 0.385 4.884
66.730 0.315 5.613
66.755 0.105 6.318
66.780 -0.000 6.998
66.805 -0.000 7.509
66.830 -0.070 8.019
66.855 -0.280 8.578
66.880 -0.420 8.894
66.905 -0.630 9.307
66.930 -0.630 9.501
66.955 -0.805 9.671
66.980 -1.050 9.769
67.005 -1.155 9.671
67.030 -1.330 9.598
67.055 -1.365 9.331
67.080 -1.400 9.064
67.105 -1.470 8.724
67.130 -1.470 8.213
67.155 -1.680 7.776
67.180 -1.715 7.168
67.205 -1.575 6.439
67.230 -1.645 5.759
67.255 -1.575 4.957
67.280 -1.575 4.155
67.305 -1.715 3.451
67.330 -1.715 2.624
67.355 -1.680 1.774
67.380 -1.715 0.923
67.405 -1.610 0.000
67.430 -1.645 -0.778
67.455 -1.680 -1.507
67.480 -1.610 -2.308
67.505 -1.575 -3.013
67.530 -1.435 -3.718
67.555 -1.715 -4.228
67.580 -1.750 -4.739
67.605 -1.715 -5.224
67.630 -1.750 -5.565
67.655 -1.750 -5.881
67.680 -1.890 -6.026
67.705 -2.030 -6.099
67.730 -2.065 -6.148
67.755 -2.170 -6.099
67.780 -2.135 -6.051
67.805 -2.450 -5.759
67.830 -2.450 -5.467
67.855 -2.450 -5.054
67.880 -2.695 -4.593
67.905 -2.765 -4.058
67.930 -2.765 -3.451
67.955 -2.940 -2.819
67.980 -3.045 -2.138
68.005 -3.115 -1.361
68.030 -3.220 -0.559
68.055 -3.185 0.267
68.080 -3.185 1.118
68.105 -3.220 1.944
68.130 -3.115 2.673
68.155 -3.185 3.499
68.180 -3.255 4.398
68.205 -3.255 5.152
68.230 -3.115 5.808
68.255 -2.905 6.512
68.280 -2.730 7.047
68.305 -2.660 7.654
68.330 -2.485 8.140
68.355 -2.345 8.529
68.380 -1.925 8.748
68.405 -1.610 9.015
68.430 -1.260 9.112
68.455 -1.120 9.234
68.480 -0.840 9.234
68.505 -0.700 9.185
68.530 -0.350 9.015
68.555 0.035 8.724
68.580 0.420 8.262
68.605 0.560 7.995
68.630 0.910 7.533
68.655 1.155 7.023
68.680 1.330 6.415
68.705 1.540 5.783
68.730 1.680 5.152
68.755 1.855 4.423
68.780 2.065 3.669
68.805 2.135 2.940
68.830 2.205 2.211
68.855 2.065 1.555
68.880 2.135 0.753
68.905 2.100 0.024
68.930 1.855 -0.535
68.955 1.680 -1.191
68.980 1.435 -1.920
69.005 1.225 -2.454
69.030 1.050 -3.013
69.055 0.525 -3.402
69.080 0.210 -3.815
69.105 -0.245 -4.131
69.130 -0.595 -4.350
69.155 -1.050 -4.544
69.180 -1.505 -4.666
69.205 -2.065 -4.617
69.230 -2.485 -4.641
69.255 -2.905 -4.593
69.280 -3.325 -4.374
69.305 -3.780 -4.131
69.330 -4.235 -3.815
69.355 -4.725 -3.548
69.380 -4.970 -3.110
69.405 -5.320 -2.624
69.430 -5.635 -2.114
69.455 -5.915 -1.652
69.480 -6.230 -1.021
69.505 -6.405 -0.462
69.530 -6.510 0.146
69.555 -6.650 0.875
69.580 -6.545 1.385
69.605 -6.685 2.090
69.630 -6.475 2.624
69.655 -6.370 3.232
69.680 -6.125 3.791
69.705 -5.880 4.301
69.730 -5.495 4.763
69.755 -5.250 5.249
69.780 -4.725 5.540
69.805 -4.235 5.856
69.830 -3.745 6.196
69.855 -3.290 6.488
69.880 -2.730 6.634
69.905 -2.240 6.755
69.930 -1.470 6.780
69.955 -1.015 6.780
69.980 -0.245 6.707
70.005 0.350 6.610
70.030 1.015 6.415
70.055 1.505 6.294
70.080 2.065 6.051
70.105 2.590 5.783
70.130 3.220 5.419
70.155 3.570 5.054
70.180 4.130 4.617
70.205 4.200 4.325
70.230 4.550 3.888
70.255 4.760 3.451
70.280 4.935 2.989
70.305 4.935 2.576
70.330 5.180 2.065
70.355 4.935 1.725
70.380 4.760 1.312
70.405 4.585 0.899
70.430 4.340 0.486
70.455 3.780 0.170
70.480 3.465 -0.194
70.505 2.975 -0.486
70.530 2.590 -0.778
70.555 1.890 -0.948
70.580 1.085 -1.166
70.605 0.420 -1.312
70.630 -0.210 -1.361
70.655 -0.945 -1.361
70.680 -1.680 -1.531
70.705 -2.275 -1.604
70.730 -3.010 -1.482
70.755 -3.780 -1.361
70.780 -4.410 -1.361
70.805 -4.970 -1.239
70.830 -5.670 -1.045
70.855 -6.265 -0.802
70.880 -6.685 -0.607
70.905 -7.105 -0.340
70.930 -7.595 -0.121
70.955 -7.945 0.146
70.980 -8.120 0.292
71.005 -8.225 0.583
71.030 -8.400 0.899
71.055 -8.435 1.166
71.080 -8.435 1.361
71.105 -8.365 1.628
71.130 -8.225 1.750
71.155 -7.840 1.993
71.180 -7.525 2.211
71.205 -7.210 2.381
71.230 -6.615 2.576
71.255 -6.020 2.600
71.280 -5.495 2.843
71.305 -4.970 2.965
71.330 -4.200 2.892
71.355 -3.570 3.037
71.380 -2.835 3.086
71.405 -1.995 3.013
71.430 -1.190 3.062
71.455 -0.245 3.062
71.480 0.350 3.159
71.505 1.085 3.086
71.530 1.750 3.086
71.555 2.660 2.965
71.580 3.395 2.843
71.605 3.920 2.843
71.630 4.305 2.770
71.655 4.830 2.722
71.680 5.285 2.722
71.705 5.740 2.673
71.730 5.950 2.600
71.755 6.090 2.576
71.780 6.090 2.576
71.805 6.090 2.503
71.830 5.985 2.503
71.855 5.985 2.454
71.880 5.705 2.308
71.905 5.285 2.381
71.930 5.005 2.381
71.955 4.445 2.430
71.980 3.850 2.454
72.005 3.325 2.357
72.030 2.555 2.430
72.055 1.855 2.430
72.080 1.085 2.503
72.105 0.280 2.503
72.130 -0.385 2.479
72.155 -1.155 2.503
72.180 -1.925 2.527
72.205 -2.765 2.503
72.230 -3.465 2.454
72.255 -4.340 2.454
72.280 -4.935 2.406
72.305 -5.600 2.308
72.330 -6.090 2.138
72.355 -6.755 2.114
72.380 -7.245 2.017
72.405 -7.665 1.944
72.430 -7.980 1.774
72.455 -8.050 1.579
72.480 -8.330 1.409
72.505 -8.540 1.312
72.530 -8.575 1.142
72.555 -8.540 0.923
72.580 -8.400 0.753
72.605 -8.295 0.583
72.630 -8.120 0.389
72.655 -7.770 0.194
72.680 -7.280 -0.024
72.705 -6.860 -0.219
72.730 -6.265 -0.389
72.755 -5.600 -0.559
72.780 -4.970 -0.680
72.805 -4.375 -0.802
72.830 -3.745 -0.850
72.855 -3.080 -0.923
72.880 -2.415 -0.948
72.905 -1.610 -0.923
72.930 -0.980 -0.875
72.955 -0.315 -0.802
72.980 0.525 -0.778
73.005 1.295 -0.656
73.030 1.785 -0.486
73.055 2.310 -0.219
73.080 3.010 -0.024
73.105 3.500 0.170
73.130 4.095 0.413
73.155 4.375 0.753
73.180 4.725 1.045
73.205 5.040 1.361
73.230 5.075 1.798
73.255 5.110 2.187
73.280 5.180 2.551
73.305 5.215 2.843
73.330 5.005 3.305
73.355 4.900 3.645
73.380 4.585 4.010
73.405 4.305 4.350
73.430 3.780 4.666
73.455 3.500 4.957
73.480 3.010 5.200
73.505 2.275 5.565
73.530 1.645 5.783
73.555 1.085 5.881
73.580 0.630 6.002
73.605 0.035 6.099
73.630 -0.770 6.172
73.655 -1.365 6.172
73.680 -1.995 6.124
73.705 -2.625 6.051
73.730 -3.255 5.954
73.755 -3.745 5.638
73.780 -4.445 5.516
73.805 -4.900 5.176
73.830 -5.285 4.836
73.855 -5.705 4.495
73.880 -6.090 4.082
73.905 -6.195 3.548
73.930 -6.510 3.062
73.955 -6.650 2.454
73.980 -6.790 1.993
74.005 -6.895 1.409
74.030 -6.790 0.875
74.055 -6.685 0.316
74.080 -6.545 -0.243
74.105 -6.405 -0.826
74.130 -6.265 -1.312
74.155 -5.985 -1.725
74.180 -5.600 -2.211
74.205 -5.180 -2.722
74.230 -4.900 -3.062
74.255 -4.410 -3.329
74.280 -4.060 -3.596
74.305 -3.605 -3.888
74.330 -2.975 -4.082
74.355 -2.415 -4.204
74.380 -1.925 -4.228
74.405 -1.400 -4.180
74.430 -0.980 -4.082
74.455 -0.560 -3.912
74.480 -0.210 -3.621
74.505 0.245 -3.280
74.530 0.595 -3.013
74.555 1.085 -2.673
74.580 1.435 -2.163
74.605 1.645 -1.579
74.630 1.960 -1.069
74.655 2.275 -0.510
74.680 2.450 0.170
74.705 2.555 0.778
74.730 2.520 1.482
74.755 2.485 2.236
74.780 2.660 2.843
74.805 2.555 3.523
74.830 2.310 4.204
74.855 2.100 4.884
74.880 2.065 5.443
74.905 1.855 6.051
74.930 1.610 6.610
74.955 1.260 7.120
74.980 0.980 7.533
75.005 0.560 7.946
75.030 0.315 8.213
75.055 -0.105 8.529
75.080 -0.490 8.699
75.105 -0.630 8.699
75.130 -1.085 8.797
75.155 -1.190 8.675
75.180 -1.610 8.554
75.205 -1.925 8.311
75.230 -2.205 8.043
75.255 -2.485 7.752
75.280 -2.835 7.363
75.305 -2.975 6.780
75.330 -3.185 6.148
75.355 -3.430 5.613
75.380 -3.570 5.006
75.405 -3.570 4.204
75.430 -3.570 3.499
75.455 -3.640 2.722
75.480 -3.570 1.993
75.505 -3.710 1.191
75.530 -3.745 0.486
75.555 -3.640 -0.292
75.580 -3.675 -1.045
75.605 -3.605 -1.798
75.630 -3.360 -2.527
75.655 -3.220 -3.183
75.680 -3.220 -3.694
75.705 -3.080 -4.180
75.730 -2.940 -4.593
75.755 -2.695 -5.103
75.780 -2.625 -5.443
75.805 -2.310 -5.638
75.830 -2.170 -5.808
75.855 -2.030 -5.832
75.880 -1.995 -5.808
75.905 -1.960 -5.686
75.930 -1.785 -5.516
75.955 -1.610 -5.249
75.980 -1.470 -4.933
76.005 -1.365 -4.544
76.030 -1.295 -4.010
76.055 -1.190 -3.548
76.080 -1.295 -2.819
76.105 -1.155 -2.284
76.130 -1.155 -1.507
76.155 -1.085 -0.705
76.180 -1.015 0.024
76.205 -1.015 0.753
76.230 -1.085 1.677
76.255 -1.155 2.503
76.280 -1.085 3.208
76.305 -1.085 4.010
76.330 -1.190 4.860
76.355 -1.155 5.565
76.380 -1.155 6.269
76.405 -1.155 6.853
76.430 -1.260 7.533
76.455 -1.190 8.019
76.480 -1.120 8.432
76.505 -1.050 8.772
76.530 -1.120 9.088
76.555 -1.190 9.331
76.580 -0.980 9.404
76.605 -0.910 9.453
76.630 -1.015 9.453
76.655 -0.840 9.283
76.680 -0.910 9.161
76.705 -0.840 8.894
76.730 -0.595 8.408
76.755 -0.630 7.995
76.780 -0.525 7.533
76.805 -0.455 6.853
76.830 -0.385 6.269
76.855 -0.175 5.565
76.880 -0.105 4.836
76.905 -0.070 4.058
76.930 -0.140 3.378
76.955 -0.175 2.673
76.980 -0.175 1.871
77.005 -0.070 1.021
77.030 -0.210 0.267
77.055 -0.175 -0.510
77.080 -0.140 -1.337
77.105 -0.175 -2.065
77.130 -0.490 -2.600
77.155 -0.560 -3.232
77.180 -0.665 -3.742
77.205 -0.735 -4.228
77.230 -1.015 -4.568
77.255 -1.190 -4.957
77.280 -1.505 -5.176
77.305 -1.750 -5.346
77.330 -1.855 -5.540
77.355 -2.135 -5.492
77.380 -2.485 -5.370
77.405 -2.695 -5.224
77.430 -2.940 -5.006
77.455 -3.255 -4.739
77.480 -3.570 -4.398
77.505 -3.710 -3.985
77.530 -3.885 -3.499
77.555 -4.165 -2.940
77.580 -4.305 -2.236
77.605 -4.410 -1.628
77.630 -4.410 -1.021
77.655 -4.515 -0.340
77.680 -4.690 0.340
77.705 -4.620 1.093
77.730 -4.690 1.871
77.755 -4.585 2.576
77.780 -4.480 3.280
77.805 -4.305 3.912
77.830 -4.305 4.617
77.855 -4.060 5.176
77.880 -4.060 5.929
77.905 -3.745 6.342
77.930 -3.500 6.804
77.955 -3.045 7.144
77.980 -2.695 7.509
78.005 -2.275 7.776
78.030 -1.890 7.970
78.055 -1.470 8.092
78.080 -1.085 8.140
78.105 -0.805 8.213
78.130 -0.315 8.116
78.155 0.105 7.897
78.180 0.490 7.752
78.205 0.945 7.387
78.230 1.435 7.023
78.255 1.715 6.682
78.280 2.065 6.221
78.305 2.380 5.783
78.330 2.765 5.152
78.355 2.940 4.690
78.380 3.080 4.204
78.405 3.115 3.548
78.430 3.185 2.940
78.455 3.430 2.260
78.480 3.360 1.628
78.505 3.290 0.972
78.530 3.150 0.462
78.555 2.940 -0.049
78.580 2.695 -0.607
78.605 2.275 -1.118
78.630 2.030 -1.604
78.655 1.540 -1.895
78.680 1.155 -2.308
78.705 0.700 -2.600
78.730 0.105 -2.794
78.755 -0.280 -3.086
78.780 -1.015 -3.086
78.805 -1.540 -3.305
78.830 -2.170 -3.256
78.855 -2.625 -3.329
78.880 -3.150 -3.232
78.905 -3.675 -3.135
78.930 -4.305 -2.843
78.955 -4.760 -2.600
78.980 -5.250 -2.308
79.005 -5.600 -2.090
79.030 -6.125 -1.604
79.055 -6.370 -1.264
79.080 -6.650 -0.850
79.105 -6.860 -0.486
79.130 -7.105 -0.049
79.155 -7.175 0.340
79.180 -7.245 0.850
79.205 -7.350 1.312
79.230 -7.280 1.798
79.255 -7.035 2.138
79.280 -6.930 2.673
79.305 -6.650 3.086
79.330 -6.440 3.451
79.355 -6.090 3.791
79.380 -5.670 4.131
79.405 -5.110 4.325
79.430 -4.620 4.568
79.455 -4.130 4.811
79.480 -3.500 5.006
79.505 -2.835 5.103
79.530 -2.240 5.249
79.555 -1.400 5.200
79.580 -0.805 5.200
79.605 -0.105 5.152
79.630 0.630 5.079
79.655 1.190 5.030
79.680 1.715 4.957
79.705 2.380 4.787
79.730 3.010 4.568
79.755 3.710 4.277
79.780 4.060 4.034
79.805 4.515 3.839
79.830 4.690 3.669
79.855 4.970 3.402
79.880 5.110 3.183
79.905 5.460 2.794
79.930 5.285 2.600
79.955 5.390 2.308
79.980 5.355 2.065
80.005 5.145 1.774
80.030 4.900 1.531
80.055 4.620 1.312
80.080 4.095 1.118
80.105 3.675 0.923
80.130 3.150 0.778
